sofifa_id,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,preferred_foot,international_reputation,weak_foot,skill_moves
212478,G. Zardes,Gyasi Zardes,22,02/09/1991,188,79,United States,LA Galaxy,71,76,0,0,Right,1,4,4
214294,E. Pavez,Esteban Andres Pavez Suazo,24,01/05/1990,180,76,Chile,Colo-Colo,71,76,0,0,Right,1,3,2
214781,S. Romero,Silvio Ezequiel Romero,25,22/07/1988,177,76,Argentina,Club Atlético Lanús,71,76,0,0,Right,1,3,3
215082,F. Muñoz,Fabián Muñoz,22,03/11/1991,175,72,Argentina,Newell's Old Boys,71,76,0,0,Right,1,3,3
215309,L. Albertengo,Lucas Albertengo,23,30/01/1991,178,73,Argentina,Atlético de Rafaela,71,76,0,0,Right,1,4,3
220132,Zaldúa,Joseba Zaldúa Bengoetxea,22,24/06/1992,176,71,Spain,Real Sociedad,71,76,0,0,Right,1,3,2
166937,A. Sinitsyn,Andrey Sinitsyn,26,23/06/1988,196,85,Russia,FC Krasnodar,71,75,0,0,Right,1,3,1
169464,A. Traoré,Armand Traoré,24,08/10/1989,185,82,Senegal,Queens Park Rangers,71,75,0,0,Left,1,2,2
169697,D. Randolph,Darren Randolph,27,12/05/1987,185,80,Republic of Ireland,Birmingham City,71,75,0,0,Right,1,3,1
171972,J. McArthur,James McArthur,26,07/10/1987,178,64,Scotland,Crystal Palace,71,75,0,0,Right,1,3,3
171992,Juan Carlos,Juan Carlos Sánchez Martínez,26,27/07/1987,180,78,Spain,Villarreal CF,71,75,0,0,Right,1,3,1
173530,S. Aluko,Omatsone Folarin Aluko,25,19/02/1989,173,75,Nigeria,Hull City,71,75,0,0,Left,1,4,3
177475,T. Sippel,Tobias Sippel,26,22/03/1988,180,80,Germany,1. FC Kaiserslautern,71,75,0,0,Right,1,2,1
178297,Canella,Roberto Canella Suárez,26,07/02/1988,180,70,Spain,Deportivo de La Coruña,71,75,0,0,Left,1,3,3
179712,Z. Stieber,Zoltán Stieber,25,16/10/1988,175,67,Hungary,Hamburger SV,71,75,0,0,Left,1,3,3
180334,Marcelo,Marcelo Antônio Guedes Filho,27,20/05/1987,191,88,Brazil,Hannover 96,71,75,0,0,Right,1,2,2
181870,M. Traoré,Mahamane Traoré,25,31/08/1988,176,74,Mali,OGC Nice,71,75,0,0,Right,1,3,3
183125,T. Deeney,Troy Deeney,26,29/06/1988,183,90,England,Watford,71,75,0,0,Right,1,3,3
183130,M. Albrighton,Marc Albrighton,24,18/11/1989,175,67,England,Leicester City,71,75,0,0,Right,2,3,3
183442,J. Henry,James Henry,25,10/06/1989,182,77,England,Wolverhampton Wanderers,71,75,0,0,Right,1,3,3
183567,E. Mulder,Erwin Mulder,25,03/03/1989,193,88,Netherlands,Feyenoord,71,75,0,0,Right,1,3,1
183606,S. Rajković,Slobodan Rajković,25,03/02/1989,191,88,Serbia,Hamburger SV,71,75,0,0,Left,1,3,2
184376,L. Vácha,Lukáš Vácha,25,13/05/1989,175,72,Czech Republic,Czech Republic,71,75,0,0,Right,1,3,2
184823,Djalma,Djalma Braume Manuel Abel Campos,27,30/05/1987,176,72,Angola,Atiker Konyaspor,71,75,0,0,Right,2,3,3
187150,W. Buckley,Will Buckley,24,21/11/1989,183,83,England,Sunderland,71,75,0,0,Right,1,4,3
188145,A. El Kaoutari,Abdelhamid El Kaoutari,24,17/03/1990,180,81,Morocco,Montpellier HSC,71,75,0,0,Left,1,2,2
188375,L. Ali Abdi,Liban Ali Abdi,25,05/10/1988,182,72,Norway,Çaykur Rizespor,71,75,0,0,Right,1,3,4
188403,O. Manyisa,Matthews Oupa Manyisa,25,30/07/1988,163,51,South Africa,Orlando Pirates,71,75,0,0,Right,1,4,2
189175,F. Bulot,Frédéric Bulot,23,27/09/1990,179,79,Gabon,Charlton Athletic,71,75,0,0,Left,1,3,3
189447,A. Sobiech,Artur Sobiech,24,12/06/1990,185,81,Poland,Hannover 96,71,75,0,0,Right,1,3,2
189701,Lombán,David Rodríguez Lombán,27,05/06/1987,188,84,Spain,Elche CF,71,75,0,0,Right,1,3,2
190494,D. Opare,Daniel Tawiah Opare,23,18/10/1990,175,67,Ghana,FC Porto,71,75,0,0,Right,1,4,2
192094,Digão,Rodrigo Júnior Paula Silva,26,07/05/1988,187,85,Brazil,Al Hilal,71,75,0,0,Right,1,3,2
192129,K. Nordfeldt,Kristoffer Nordfeldt,25,23/06/1989,190,85,Sweden,SC Heerenveen,71,75,0,0,Right,2,2,1
192471,A. Matuschyk,Adam Matuszczyk,25,14/02/1989,183,73,Poland,1. FC Köln,71,75,0,0,Right,1,4,2
192635,Miguel Rosa,Miguel Alex Jesus Rosa,25,13/01/1989,178,67,Portugal,Os Belenenses,71,75,0,0,Right,1,3,3
192647,G. Charbonnier,Gaëtan Charbonnier,25,27/12/1988,188,80,France,Stade de Reims,71,75,0,0,Right,1,3,3
192678,Kike,Enrique García Martínez,24,25/11/1989,186,79,Spain,Middlesbrough,71,75,0,0,Right,1,4,2
193245,V. Dyadyun,Vladimir Dyadyun,25,12/07/1988,183,77,Russia,Rubin Kazan,71,75,0,0,Right,1,3,2
193312,S. Mielitz,Sebastian Mielitz,24,18/07/1989,188,82,Germany,SC Freiburg,71,75,0,0,Right,1,3,1
193749,P. Mlapa,Peniel Kokou Mlapa,23,20/02/1991,193,89,Germany,1. FC Nürnberg,71,75,0,0,Right,2,3,3
194574,Marquinhos Gabriel,Marcos Gabriel do Nascimento,23,21/07/1990,174,69,Brazil,Al Nassr,71,75,0,0,Left,1,3,4
196819,E. Mayuka,Emmanuel Mayuka,23,21/11/1990,178,72,Zambia,Southampton,71,75,0,0,Right,1,4,4
198135,D. Lachman,Darryl Lachman,24,11/11/1989,189,93,Netherlands,FC Twente,71,75,0,0,Right,1,3,2
198614,Raúl Navas,Raúl Rodríguez Navas,26,11/06/1988,185,83,Spain,SD Eibar,71,75,0,0,Right,1,3,2
199060,G. Tzavellas,Georgios Tzavellas,26,26/11/1987,183,81,Greece,PAOK,71,75,0,0,Left,2,3,3
199183,Kim Bo Kyung,김보경 金甫炅,24,06/10/1989,178,67,Korea Republic,Cardiff City,71,75,0,0,Left,1,4,3
199186,F. Bertoglio,Facundo Daniel Bertoglio,24,30/06/1990,173,64,Argentina,Club Atlético Tigre,71,75,0,0,Right,1,3,4
199393,N. Pallois,Nicolas Pallois,26,19/09/1987,190,85,France,FC Girondins de Bordeaux,71,75,0,0,Left,1,3,3
199511,W. Lautoa,Wesley Lautoa,26,25/08/1987,184,87,New Caledonia,FC Lorient,71,75,0,0,Left,1,3,2
200414,I. Conté,Ibrahima Conté,23,03/04/1991,177,61,Guinea,RSC Anderlecht,71,75,0,0,Right,1,4,4
202648,Sergi Darder,Sergi Darder Moll,20,22/12/1993,180,80,Spain,Málaga CF,71,75,0,0,Right,1,4,2
203544,C. Löwe,Chris Löwe,25,16/04/1989,175,68,Germany,1. FC Kaiserslautern,71,75,0,0,Left,1,3,3
204171,S. Diallo,Abdoulaye Sadio Diallo,23,28/12/1990,182,76,Guinea,FC Lorient,71,75,0,0,Right,1,3,3
204264,J. Barrientos,Jean Pierre Agustín Barrientos Díaz,23,16/09/1990,173,69,Uruguay,Vitória Guimarães,71,75,0,0,Right,1,3,4
204826,A. Ba,Abdoulaye Ba,23,01/01/1991,197,80,Senegal,Rayo Vallecano,71,75,0,0,Right,1,2,2
205670,D. Gayle,Dwight Gayle,23,20/10/1990,173,69,England,Crystal Palace,71,75,0,0,Right,1,4,3
210016,Diego Lopes,Diego Hipólito da Silva Lopes,20,03/05/1994,171,64,Brazil,Rio Ave FC,71,75,0,0,Right,1,3,3
211124,P. Hurtado,Christopher Paolo César Hurtado Huertas,23,27/07/1990,177,67,Peru,FC Paços de Ferreira,71,75,0,0,Right,1,4,3
211328,A. Rolin,Germán Alexis Rolín Fernández,25,07/02/1989,186,76,Uruguay,Catania,71,75,0,0,Right,1,3,2
214332,D. Torres,Daniel Alejandro Torres Rojas,24,15/11/1989,183,81,Colombia,Independiente Santa Fe,71,75,0,0,Right,1,3,2
214958,J. Luna,Jorge Luna,27,14/12/1986,168,71,Argentina,Santiago Wanderers,71,75,0,0,Right,1,2,3
215334,G. Carrillo,Guido Carrillo,23,25/05/1991,187,89,Argentina,Estudiantes de La Plata,71,75,0,0,Right,1,3,2
216472,A. Pantic,Aleksandar Pantić,22,11/04/1992,184,75,Serbia,Córdoba CF,71,75,0,0,Right,1,3,2
220900,I. Doğan,İshak Doğan,23,09/08/1990,187,81,Turkey,Trabzonspor,71,75,0,0,Left,1,2,2
165429,C. Keserü,Claudiu Andrei Keșerü,27,02/12/1986,178,76,Romania,Romania,71,74,0,0,Left,1,3,2
166844,K. Lafferty,Kyle Lafferty,26,16/09/1987,193,70,Northern Ireland,Norwich City,71,74,0,0,Right,1,4,2
167705,A. Stokes,Anthony Stokes,25,25/07/1988,180,71,Republic of Ireland,Celtic,71,74,0,0,Right,1,3,4
171831,M. Mancienne,Michael Mancienne,26,08/01/1988,184,74,England,Nottingham Forest,71,74,0,0,Right,1,3,2
177633,Ángel,Ángel Luís Rodríguez Díaz,27,26/04/1987,172,68,Spain,SD Eibar,71,74,0,0,Right,1,3,3
178078,S. Kesimal,Serdar Kesimal,25,24/01/1989,186,80,Turkey,Fenerbahçe SK,71,74,0,0,Right,1,4,2
178086,Adán,Antonio Adán Garrido,27,13/05/1987,190,92,Spain,Real Betis,71,74,0,0,Left,1,2,1
179586,C. Mongongu,Cédric Mongongu,25,22/06/1989,188,82,DR Congo,Évian Thonon Gaillard FC,71,74,0,0,Right,1,3,2
181392,Carlos Eduardo,Carlos Eduardo Marques Carlini,26,18/07/1987,171,68,Brazil,Rubin Kazan,71,74,0,0,Left,2,3,4
181721,D. Bakar,Djamel Bakar,25,06/04/1989,171,69,France,Montpellier HSC,71,74,0,0,Right,1,3,3
183332,F. Bartels,Fin Bartels,27,07/02/1987,176,69,Germany,SV Werder Bremen,71,74,0,0,Right,1,3,3
183488,V. Rennella,Vincenzo Rennella,25,08/10/1988,188,78,Italy,Real Betis,71,74,0,0,Left,1,3,3
184766,Y. Sagbo,Yannick Anister Sagbo-Latte,26,12/04/1988,183,88,Ivory Coast,Hull City,71,74,0,0,Right,1,3,3
186307,M. Fabián,Marco Jhonfai Fabián De La Mora,24,21/07/1989,171,71,Mexico,Cruz Azul,71,74,0,0,Right,1,4,4
186595,E. Bennett,Elliott Bennett,25,18/12/1988,179,73,England,Norwich City,71,74,0,0,Right,1,3,3
186687,G. Kačar,Gojko Kačar,27,26/01/1987,185,84,Serbia,Hamburger SV,71,74,0,0,Right,2,3,2
188949,L. Siligardi,Luca Siligardi,26,26/01/1988,180,72,Italy,Livorno,71,74,0,0,Left,1,3,4
189196,Caiuby,Caiuby Francisco da Silva,25,14/07/1988,184,82,Brazil,FC Augsburg,71,74,0,0,Right,1,4,3
192205,R. Krhin,Rene Krhin,24,21/05/1990,189,78,Slovenia,Inter,71,74,0,0,Right,1,3,3
192373,M. Caraglio,Milton Joel Caraglio,25,01/12/1988,187,77,Argentina,Vélez Sarsfield,71,74,0,0,Left,1,3,3
192767,T. Doumbia,Tongo Doumbia,24,06/08/1989,192,79,Mali,Toulouse Football Club,71,74,0,0,Right,1,3,3
193440,N. Viergever,Nick Viergever,24,03/08/1989,183,76,Netherlands,Ajax,71,74,0,0,Left,1,2,2
194190,M. Mahlangu,May Sphiwe Mahlangu,25,01/05/1989,173,67,South Africa,IFK Göteborg,71,74,0,0,Right,1,3,2
198194,D. Williams,Daniel Williams,25,08/03/1989,182,76,United States,Reading,71,74,0,0,Right,1,3,2
199387,P. Chavarría,Pablo Chavarría,26,02/01/1988,185,79,Argentina,Racing Club de Lens,71,74,0,0,Right,1,3,3
199764,J. Ligali,Jonathan Ligali,23,28/05/1991,184,86,France,Montpellier HSC,71,74,0,0,Right,1,2,1
200446,Camilo,Camilo da Silva Sanvezzo,25,21/07/1988,170,75,Brazil,Querétaro,71,74,0,0,Right,1,4,4
201016,O. Sorg,Oliver Sorg,24,29/05/1990,175,75,Germany,SC Freiburg,71,74,0,0,Right,1,4,2
202142,Nacho Cases,Ignacio Cases Mora,26,22/12/1987,174,64,Spain,Real Sporting de Gijón,71,74,0,0,Left,1,4,2
203446,A. Kali,Anouar Kali,23,03/06/1991,172,67,Morocco,FC Utrecht,71,74,0,0,Left,1,4,3
204120,T. Vaclík,Tomáš Vaclík,25,29/03/1989,188,85,Czech Republic,FC Basel 1893,71,74,0,0,Right,1,3,1
205343,J. Akpa Akpro,Jean-Daniel Akpa Akpro,21,11/10/1992,180,70,Ivory Coast,Toulouse Football Club,71,74,0,0,Right,1,3,2
211249,R. Rodríguez,Ribair Rodríguez Pérez,26,04/10/1987,183,87,Uruguay,Santos Laguna,71,74,0,0,Right,1,2,2
214327,V. Hernández,Vladimir Javier Hernández Rivero,25,08/02/1989,160,61,Colombia,Junior FC,71,74,0,0,Right,1,3,3
214933,D. Rodríguez,Diego Rodríguez,25,25/06/1989,184,77,Argentina,Independiente,71,74,0,0,Left,1,2,1
215215,F. Fontanini,Fabricio Fontanini,24,30/03/1990,180,80,Argentina,San Lorenzo de Almagro,71,74,0,0,Right,1,2,2
217844,Djavan,Djavan da Silva Ferreira,26,31/12/1987,184,76,Brazil,SC Braga,71,74,0,0,Left,1,3,2
170074,M. Davies,Mark Davies,26,18/02/1988,180,73,England,Bolton Wanderers,71,73,0,0,Right,2,3,4
173147,D. Dessena,Daniele Dessena,27,10/05/1987,183,75,Italy,Cagliari,71,73,0,0,Right,1,3,3
175847,Baiano,Wanderson  Souza Carneiro,27,23/02/1987,177,69,Brazil,SC Braga,71,73,0,0,Right,1,2,2
178625,Mosquera,Pedro Mosquera Parada,26,21/04/1988,184,77,Spain,Elche CF,71,73,0,0,Left,1,3,2
183593,J. John,Joshua John,25,01/10/1988,175,63,Netherlands,FC Nordsjælland,71,73,0,0,Right,1,3,4
183892,G. Mercado,Gabriel Iván Mercado,27,18/03/1987,181,84,Argentina,River Plate,71,73,0,0,Right,1,3,2
184338,G. Bellusci,Giuseppe Bellusci,24,21/08/1989,184,80,Italy,Leeds United,71,73,0,0,Right,1,2,2
186130,J. Chester,James Chester,25,23/01/1989,181,79,Wales,Hull City,71,73,0,0,Right,1,2,2
186783,A. Adomah,Albert Danquah Adomah,26,13/12/1987,185,74,Ghana,Middlesbrough,71,73,0,0,Right,1,3,3
186998,W. Yarbrough,William Paul Yarbrough Story,25,20/03/1989,187,73,Mexico,Club León,71,73,0,0,Right,1,3,1
187498,J. Jantscher,Jakob Jantscher,25,08/01/1989,178,70,Austria,FC Luzern,71,73,0,0,Right,1,4,3
189160,G. McCleary,Garath McCleary,27,15/05/1987,183,76,Jamaica,Reading,71,73,0,0,Right,1,3,4
189779,M. Basha,Migjen Basha,27,05/01/1987,180,72,Albania,Torino,71,73,0,0,Right,1,3,2
191053,T. Rincón,Tomás Eduardo Rincón Hernández,26,13/01/1988,175,75,Venezuela,Genoa,71,73,0,0,Right,2,3,2
191648,M. Yoshida,吉田 麻也,25,24/08/1988,189,78,Japan,Southampton,71,73,0,0,Right,1,4,2
192067,Júnior Dutra,Sergio Dutra Júnior,26,25/04/1988,188,78,Brazil,Sporting Lokeren,71,73,0,0,Right,1,4,3
192242,P. Lasne,Paul Lasne,25,16/01/1989,186,79,France,Montpellier HSC,71,73,0,0,Left,1,3,3
193679,M. Correia,Marcel Correia,25,16/05/1989,186,79,Portugal,Eintracht Braunschweig,71,73,0,0,Right,1,4,2
198426,G. Castellani,Gonzalo Pablo Castellani,26,10/08/1987,183,75,Argentina,Boca Juniors,71,73,0,0,Right,1,3,3
198914,J. Hochscheidt,Jan Hochscheidt,26,04/10/1987,179,80,Germany,Eintracht Braunschweig,71,73,0,0,Right,1,4,3
208916,M. Al Sahlawi,Mohammad Ibrahim Al Sahlawi,27,10/01/1987,178,72,Saudi Arabia,Al Nassr,71,73,0,0,Right,1,4,3
211119,Pedro Santos,Pedro Miguel Martins Santos,26,22/04/1988,173,65,Portugal,SC Braga,71,73,0,0,Left,1,3,3
213353,K. Kanga,Kaku Guélor Kanga,23,01/09/1990,167,63,Gabon,FC Rostov,71,73,0,0,Right,1,4,3
214766,C. Izquierdoz,Carlos Roberto Izquierdoz,25,03/11/1988,185,78,Argentina,Santos Laguna,71,73,0,0,Right,1,2,2
214862,L. Benegas,Leandro Iván Benegas,25,27/11/1988,179,86,Argentina,Unión La Calera,71,73,0,0,Right,1,2,3
214995,W. Kannemann,Walter Kannemann,23,14/03/1991,183,78,Argentina,San Lorenzo de Almagro,71,73,0,0,Left,1,2,2
215177,F. Cerro,Francisco Cerro,26,09/02/1988,179,73,Argentina,Racing Club,71,73,0,0,Right,1,3,2
221296,G. Méndez,Gabriel Antonio Méndez,26,08/05/1988,170,68,Argentina,CD Cobreloa,71,73,0,0,Left,1,3,3
165568,M. Fellah,Mohammed Fellah,25,24/05/1989,167,70,Norway,Esbjerg fB,71,72,0,0,Left,1,4,4
172823,N. Maynard,Nicky Maynard,27,11/12/1986,180,70,England,Cardiff City,71,72,0,0,Right,1,3,3
176693,J. Babin,Jean-Sylvain Claude Babin,27,14/10/1986,179,88,France,Granada CF,71,72,0,0,Right,1,3,2
178556,D. Holla,Danny Holla,26,31/12/1987,178,74,Netherlands,Brighton & Hove Albion,71,72,0,0,Right,1,4,2
179930,S. Pawłowski,Szymon Pawłowski,27,04/11/1986,175,69,Poland,Lech Poznań,71,72,0,0,Right,1,3,3
183490,J. van den Bergh,Johannes van den Bergh,27,21/11/1986,183,75,Germany,Hertha BSC,71,72,0,0,Left,1,3,2
183581,J. Molina,Jesús Antonio Molina Granados,26,29/03/1988,182,73,Mexico,Club América,71,72,0,0,Left,1,3,2
186674,R. Espinoza,Róger Espinoza Ramírez,27,25/10/1986,180,73,Honduras,Wigan Athletic,71,72,0,0,Left,1,5,3
198581,O. Murillo,Oscar Fabián Murillo Murillo,26,18/04/1988,184,84,Colombia,Atlético Nacional,71,72,0,0,Left,1,4,2
199614,G. Plet,Glynor Plet,26,30/07/1987,194,84,Netherlands,SV Zulte-Waregem,71,72,0,0,Right,1,3,2
199861,W. Sobota,Waldemar Sobota,27,19/05/1987,175,62,Poland,Club Brugge KV,71,72,0,0,Right,1,4,4
200896,V. Stoyanov,Vladislav Stoyanov,27,08/06/1987,188,91,Bulgaria,Bulgaria,71,72,0,0,Right,1,1,1
212772,O. Duarte,Óscar Duarte,25,03/06/1989,184,83,Costa Rica,Club Brugge KV,71,72,0,0,Right,1,3,2
214547,L. Páez,Luis Alfonso Páez Restrepo,27,27/10/1986,182,73,Colombia,Atlético Nacional,71,72,0,0,Left,1,3,3
223123,E. Güral,Emre Güral,25,05/04/1989,188,79,Germany,Trabzonspor,71,72,0,0,Left,1,3,2
657,D. Vaughan,David Vaughan,31,18/02/1983,171,71,Wales,Nottingham Forest,71,71,0,0,Left,2,3,3
1001,G. Király,Gábor Király,38,01/04/1976,191,91,Hungary,Fulham,71,71,0,0,Right,2,2,1
1210,M. Donati,Massimo Donati,33,26/03/1981,189,78,Italy,Bari,71,71,0,0,Right,2,3,2
3078,Nélson,Nélson Augusto Tomar Marcos,31,10/06/1983,171,68,Portugal,Os Belenenses,71,71,0,0,Right,1,3,2
4806,C. Barbosa,Cédric Barbosa,38,06/03/1976,179,72,France,Évian Thonon Gaillard FC,71,71,0,0,Right,1,4,3
5594,R. Vercoutre,Rémy Vercoutre,34,26/06/1980,185,78,France,Stade Malherbe Caen,71,71,0,0,Right,2,2,1
11381,M. Gilks,Matt Gilks,32,04/06/1982,185,81,Scotland,Burnley,71,71,0,0,Right,2,2,1
19104,C. Hill,Clint Hill,35,19/10/1978,183,73,England,Queens Park Rangers,71,71,0,0,Left,1,1,2
24717,L. Jacobsen,Lars Christian Jacobsen,34,20/09/1979,181,78,Denmark,En Avant de Guingamp,71,71,0,0,Right,2,3,2
41835,G. Danic,Gaël Danic,32,19/11/1981,176,65,France,Olympique Lyonnais,71,71,0,0,Left,1,3,3
45083,S. von Bergen,Steve von Bergen,31,10/06/1983,182,79,Switzerland,BSC Young Boys,71,71,0,0,Right,2,3,2
49045,K. Boyd,Kris Boyd,30,18/08/1983,183,83,Scotland,Rangers FC,71,71,0,0,Right,2,4,3
49905,B. Davis,Brad Davis,32,08/11/1981,180,79,United States,Houston Dynamo,71,71,0,0,Left,1,3,2
50294,S. Camara,Souleymane Camara,31,22/12/1982,174,72,Senegal,Montpellier HSC,71,71,0,0,Right,1,3,2
50588,C. Cole,Carlton  Cole Okirie,30,12/10/1983,191,88,England,West Ham United,71,71,0,0,Right,2,3,2
50816,L. Wilkshire,Luke Wilkshire,32,02/10/1981,176,72,Australia,Feyenoord,71,71,0,0,Right,2,2,2
50955,J. Cavalli,Johan Cavalli,32,12/09/1981,170,71,France,AC Ajaccio,71,71,0,0,Left,1,3,3
52829,A. Palombo,Angelo Palombo,32,25/09/1981,177,77,Italy,Sampdoria,71,71,0,0,Right,2,3,2
53353,R. Johnson,Roger Johnson,31,28/04/1983,192,78,England,Wolverhampton Wanderers,71,71,0,0,Right,2,3,2
53436,B. Zamora,Bobby Zamora,33,16/01/1981,185,87,England,Queens Park Rangers,71,71,0,0,Left,2,3,3
53525,Paulo Lopes,Paulo Jorge Pedro Lopes,36,29/06/1978,184,76,Portugal,SL Benfica,71,71,0,0,Right,1,2,1
53760,S. Diarra,Sigamary Diarra,30,10/01/1984,174,71,Mali,Valenciennes FC,71,71,0,0,Left,1,3,3
100978,D. Boateng,Derek  Owusu Boateng,31,02/05/1983,185,78,Ghana,SD Eibar,71,71,0,0,Right,2,3,3
101875,M. Miller,Markus Miller,32,08/04/1982,189,92,Germany,Hannover 96,71,71,0,0,Right,1,3,1
104442,C. Burke,Chris Burke,30,02/12/1983,175,68,Scotland,Nottingham Forest,71,71,0,0,Right,1,4,4
106795,G. Pegolo,Gianluca Pegolo,33,25/03/1981,183,76,Italy,Sassuolo,71,71,0,0,Left,1,1,1
107305,M. Tacalfred,Mickaël Tacalfred,33,23/04/1981,175,69,France,Stade de Reims,71,71,0,0,Right,1,2,2
108060,V. Salatić,Veroljub Salatić,28,14/11/1985,185,86,Switzerland,Grasshopper Club Zürich,71,71,0,0,Right,1,3,2
110341,Lopo,Alberto Lopo García,34,05/05/1980,186,81,Spain,Deportivo de La Coruña,71,71,0,0,Right,2,3,2
110974,Riesgo,Asier Riesgo Unamuno,30,06/10/1983,185,76,Spain,CA Osasuna,71,71,0,0,Right,1,3,1
111023,Garrido,Javier Garrido Behobide,29,15/03/1985,179,76,Spain,Norwich City,71,71,0,0,Left,1,3,2
113176,F. Balzaretti,Federico Balzaretti,32,06/12/1981,178,70,Italy,Roma,71,71,0,0,Left,2,2,2
118054,T. Broich,Thomas Broich,33,29/01/1981,182,73,Germany,Brisbane Roar,71,71,0,0,Right,2,4,3
122048,O. Kirch,Oliver Kirch,31,21/08/1982,183,70,Germany,Borussia Dortmund,71,71,0,0,Right,2,2,2
125586,S. Andersen,Stephan Maigaard Andersen,32,26/11/1981,188,82,Denmark,FC København,71,71,0,0,Right,2,2,1
126003,F. Güngör,Fehmi Emre Güngör,29,01/08/1984,182,81,Turkey,Kardemir Karabükspor,71,71,0,0,Right,1,2,2
126878,I. Akın,İbrahim Akın,30,04/01/1984,182,73,Turkey,Gaziantepspor,71,71,0,0,Left,1,2,3
134777,G. Bourillon,Grégory Bourillon,29,01/07/1984,187,74,France,Stade de Reims,71,71,0,0,Right,1,4,2
134947,R. Stam,Ronnie Stam,30,18/06/1984,179,70,Netherlands,Standard de Liège,71,71,0,0,Right,1,4,3
135149,M. Planus,Marc Planus,32,07/03/1982,180,82,France,FC Girondins de Bordeaux,71,71,0,0,Right,2,3,2
135594,T. Sørensen,Thomas Løvendahl Sørensen,38,12/06/1976,196,89,Denmark,Stoke City,71,71,0,0,Right,2,3,1
135708,C. Blanco,Cuauhtémoc Blanco Bravo,41,17/01/1973,177,80,Mexico,Puebla FC,71,71,0,0,Right,2,5,4
135820,Iriney,Iriney Santos da Silva,33,23/04/1981,179,70,Brazil,Watford,71,71,0,0,Right,1,3,3
135891,K. Overmeire,Killian Overmeire,28,06/12/1985,188,86,Belgium,Sporting Lokeren,71,71,0,0,Right,1,4,2
136113,W. Morgan,Wes Morgan,30,21/01/1984,185,93,Jamaica,Leicester City,71,71,0,0,Right,1,3,2
137199,F. Brienza,Franco Brienza,35,19/03/1979,168,68,Italy,Cesena,71,71,0,0,Left,2,4,3
137373,M. Gobbi,Massimo Gobbi,33,31/10/1980,183,79,Italy,Parma,71,71,0,0,Left,2,3,2
137440,G. Migliaccio,Giulio Migliaccio,33,23/06/1981,180,81,Italy,Atalanta,71,71,0,0,Right,2,3,2
137774,D. Maietta,Domenico Maietta,31,03/08/1982,185,77,Italy,Bologna,71,71,0,0,Right,1,2,2
138289,C. Baird,Chris Baird,32,25/02/1982,181,74,Northern Ireland,West Bromwich Albion,71,71,0,0,Right,2,3,2
139006,O. Sánchez,Oswaldo Javier Sánchez Ibarra,40,21/09/1973,184,84,Mexico,Santos Laguna,71,71,0,0,Right,3,3,1
139043,M. Caneo,Miguel Eduardo Caneo,30,17/08/1983,182,72,Argentina,Deportivo Cali,71,71,0,0,Right,1,4,4
139296,D. Nugent,David Nugent,29,02/05/1985,180,81,England,Leicester City,71,71,0,0,Right,1,3,3
139533,A. Hutton,Alan Hutton,29,30/11/1984,185,72,Scotland,Aston Villa,71,71,0,0,Right,2,3,2
140140,Sinha,Antônio Naelson Matías,38,23/05/1976,167,67,Mexico,Querétaro,71,71,0,0,Right,2,3,4
140141,V. Sánchez,Vicente Martín Sánchez Bragunde,34,07/12/1979,170,65,Uruguay,Colorado Rapids,71,71,0,0,Left,1,4,4
140222,P. Da Silva,Paulo César Da Silva Barrios,34,01/02/1980,180,76,Paraguay,Deportivo Toluca,71,71,0,0,Right,1,3,2
140284,Moreno,João Miguel da Cunha Teixeira,32,19/08/1981,185,80,Portugal,Vitória Guimarães,71,71,0,0,Right,1,3,2
141284,R. Juhász,Roland Juhász,30,01/07/1983,194,94,Hungary,Hungary,71,71,0,0,Right,2,1,2
142258,S. Bossut,Sammy Bossut,28,11/08/1985,186,78,Belgium,SV Zulte-Waregem,71,71,0,0,Right,1,3,1
142603,D. Ludueña,Daniel Emmanuel Ludueña,31,27/07/1982,170,73,Argentina,U.N.A.M.,71,71,0,0,Right,2,3,4
142720,C. Araujo,Carlos Luciano Araujo,32,19/11/1981,172,69,Argentina,Club Atlético Lanús,71,71,0,0,Right,1,3,2
142829,L. Somoza,Leandro Daniel Somoza,33,25/01/1981,185,77,Argentina,Club Atlético Lanús,71,71,0,0,Right,2,3,2
142942,J. Gandolfi,Javier Marcelo Gandolfi,33,05/12/1980,178,78,Argentina,Club Tijuana,71,71,0,0,Right,1,3,2
143022,G. Lorenzetti,Gustavo Rubén Lorenzetti,29,10/05/1985,163,63,Argentina,Universidad de Chile,71,71,0,0,Left,1,2,3
143135,L. Lobos,Lucas Armando Lobos,32,03/08/1981,176,75,Mexico,Deportivo Toluca,71,71,0,0,Right,2,4,4
143799,Y. Ayhan,Yalçın Ayhan,32,01/05/1982,192,82,Turkey,Medipol Başakşehir FK,71,71,0,0,Right,1,2,2
144050,A. Bunjaku,Albert Bunjaku,30,29/11/1983,179,75,Kosovo,FC St. Gallen,71,71,0,0,Right,2,4,3
144383,B. Eşer,Burhan Eşer,29,01/01/1985,178,62,Turkey,Sivasspor,71,71,0,0,Right,1,3,2
144511,L. Greco,Leandro Greco,27,19/07/1986,184,75,Italy,Genoa,71,71,0,0,Left,1,2,2
